path;score;n;leading;trailing;inner_missing;gaps;missing_rows;best_run;valid_fraction;Group
Exports/Daten_Raw_Clean\Präzision\Probant35_Präzision01160_Präzision01160.csv;0.0;288;0;0;0;0;0;288;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant35_Präzision01163_Präzision01163.csv;0.0;362;0;0;0;0;0;362;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant35_Präzision01164_Präzision01164.csv;0.0;308;0;0;0;0;0;308;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant35_Präzision01165_Präzision01165.csv;0.0;313;0;0;0;0;0;313;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant36_Präzision01158_Präzision01158.csv;0.0;479;0;0;0;0;0;479;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant36_Präzision01159_Präzision01159.csv;0.0;388;0;0;0;0;0;388;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant36_Präzision01160_Präzision01160.csv;0.0;354;0;0;0;0;0;354;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant36_Präzision01161_Präzision01161.csv;0.0;397;0;0;0;0;0;397;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant36_Präzision01162_Präzision01162.csv;0.0;407;0;0;0;0;0;407;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant36_Präzision01163_Präzision01163.csv;0.0;553;0;0;0;0;0;553;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant36_Präzision01164_Präzision01164.csv;0.0;459;0;0;0;0;0;459;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant36_Präzision01165_Präzision01165.csv;0.0;382;0;0;0;0;0;382;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant36_Präzision01166_Präzision01166.csv;0.0;425;0;0;0;0;0;425;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant37_Präzision01158_Präzision01158.csv;0.0;382;0;0;0;0;0;382;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant37_Präzision01159_Präzision01159.csv;0.0;361;0;0;0;0;0;361;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant37_Präzision01160_Präzision01160.csv;0.0;398;0;0;0;0;0;398;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant37_Präzision01161_Präzision01161.csv;0.0;350;0;0;0;0;0;350;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant37_Präzision01162_Präzision01162.csv;0.0;323;0;0;0;0;0;323;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant37_Präzision01163_Präzision01163.csv;0.0;376;0;0;0;0;0;376;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant37_Präzision01165_Präzision01165.csv;0.0;278;0;0;0;0;0;278;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant37_Präzision01166_Präzision01166.csv;0.0;306;0;0;0;0;0;306;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant38_Präzision01_Präzision01.csv;0.0;331;0;0;0;0;0;331;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant38_Präzision03_Präzision03.csv;0.0;256;0;0;0;0;0;256;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant38_Präzision06_Präzision06.csv;0.0;334;0;0;0;0;0;334;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant38_Präzision07_Präzision07.csv;0.0;286;0;0;0;0;0;286;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant38_Präzision09_Präzision09.csv;0.0;342;0;0;0;0;0;342;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant38_Präzision10_Präzision10.csv;0.0;331;0;0;0;0;0;331;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant39_Präzision01159_Präzision01159.csv;0.0;373;0;0;0;0;0;373;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant39_Präzision01161_Präzision01161.csv;0.0;285;0;0;0;0;0;285;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant39_Präzision01162_Präzision01162.csv;0.0;385;0;0;0;0;0;385;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant39_Präzision01163_Präzision01163.csv;0.0;310;0;0;0;0;0;310;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant39_Präzision01164_Präzision01164.csv;0.0;337;0;0;0;0;0;337;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant39_Präzision01165_Präzision01165.csv;0.0;405;0;0;0;0;0;405;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant39_Präzision01166_Präzision01166.csv;0.0;313;0;0;0;0;0;313;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant39_Präzision01167_Präzision01167.csv;0.0;348;0;0;0;0;0;348;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant6_Präzision11_Präzision11.csv;0.0;954;0;0;0;0;0;954;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant6_Präzision12_Präzision12.csv;0.0;910;0;0;0;0;0;910;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant6_Präzision14_Präzision14.csv;0.0;651;0;0;0;0;0;651;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant6_Präzision15_Präzision15.csv;0.0;1012;0;0;0;0;0;1012;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant6_Präzision16_Präzision16.csv;0.0;726;0;0;0;0;0;726;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant6_Präzision17_Präzision17.csv;0.0;520;0;0;0;0;0;520;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant6_Präzision18_Präzision18.csv;0.0;697;0;0;0;0;0;697;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant6_Präzision19_Präzision19.csv;0.0;694;0;0;0;0;0;694;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant6_Präzision20_Präzision20.csv;0.0;680;0;0;0;0;0;680;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant8_Präzision22_Präzision22.csv;0.0;522;0;0;0;0;0;522;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant8_Präzision23_Präzision23.csv;0.0;526;0;0;0;0;0;526;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant8_Präzision27_Präzision27.csv;0.0;471;0;0;0;0;0;471;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant8_Präzision28_Präzision28.csv;0.0;429;0;0;0;0;0;429;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant9_Präzision20_Präzision20.csv;0.0;477;0;0;0;0;0;477;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant9_Präzision21_Präzision21.csv;0.0;489;0;0;0;0;0;489;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant9_Präzision22_Präzision22.csv;0.0;571;0;0;0;0;0;571;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant9_Präzision23_Präzision23.csv;0.0;527;0;0;0;0;0;527;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant9_Präzision24_Präzision24.csv;0.0;445;0;0;0;0;0;445;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant9_Präzision25_Präzision25.csv;0.0;457;0;0;0;0;0;457;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant9_Präzision26_Präzision26.csv;0.0;715;0;0;0;0;0;715;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant9_Präzision27_Präzision27.csv;0.0;457;0;0;0;0;0;457;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant9_Präzision28_Präzision28.csv;0.0;609;0;0;0;0;0;609;1.0;präzision
Exports/Daten_Raw_Clean\Präzision\Probant6_Präzision13_Präzision13.csv;65.005;666;0;0;1;1;1;661;0.9984984984984985;präzision
Exports/Daten_Raw_Clean\Präzision\Probant24_Präzision01163_Präzision01163.csv;65.025;319;0;0;1;1;1;294;0.9968652037617555;präzision
Exports/Daten_Raw_Clean\Präzision\Probant24_Präzision01162_Präzision01162.csv;65.041;274;0;0;1;1;1;233;0.9963503649635036;präzision
Exports/Daten_Raw_Clean\Präzision\Probant8_Präzision24_Präzision24.csv;65.052;572;0;0;1;1;1;520;0.9982517482517482;präzision
Exports/Daten_Raw_Clean\Präzision\Probant35_Präzision01166_Präzision01166.csv;65.069;368;0;0;1;1;1;299;0.9972826086956522;präzision
Exports/Daten_Raw_Clean\Präzision\Probant32_Präzision01160_Präzision01160.csv;65.079;397;0;0;1;1;1;318;0.9974811083123426;präzision
Exports/Daten_Raw_Clean\Präzision\Probant18_Präzision01132_Präzision01132.csv;65.093;755;0;0;1;1;1;662;0.9986754966887417;präzision
Exports/Daten_Raw_Clean\Präzision\Probant16_Präzision01118_Präzision01118.csv;65.103;444;0;0;1;1;1;341;0.9977477477477478;präzision
Exports/Daten_Raw_Clean\Präzision\Probant31_Präzision01165_Präzision01165.csv;65.114;443;0;0;1;1;1;329;0.9977426636568849;präzision
Exports/Daten_Raw_Clean\Präzision\Probant25_Präzision01166_Präzision01166.csv;65.128;520;0;0;1;1;1;392;0.9980769230769231;präzision
Exports/Daten_Raw_Clean\Präzision\Probant32_Präzision01159_Präzision01159.csv;65.146;321;0;0;1;1;1;175;0.9968847352024922;präzision
Exports/Daten_Raw_Clean\Präzision\Probant10_Präzision23_Präzision23.csv;65.152;567;0;0;1;1;1;415;0.9982363315696648;präzision
Exports/Daten_Raw_Clean\Präzision\Probant11_Präzision26_Präzision26.csv;65.24;510;0;0;1;1;1;270;0.9980392156862745;präzision
Exports/Daten_Raw_Clean\Präzision\Probant13_Präzision30_Präzision30.csv;120.225;452;0;0;2;1;2;227;0.995575221238938;präzision
Exports/Daten_Raw_Clean\Präzision\Probant38_Präzision08_Präzision08.csv;130.036;342;0;0;2;2;2;306;0.9941520467836257;präzision
Exports/Daten_Raw_Clean\Präzision\Probant13_Präzision33_Präzision33.csv;130.141;485;0;0;2;2;2;344;0.9958762886597938;präzision
Exports/Daten_Raw_Clean\Präzision\Probant25_Präzision01159_Präzision01159.csv;130.222;426;0;0;2;2;2;204;0.9953051643192489;präzision
Exports/Daten_Raw_Clean\Präzision\Probant35_Präzision01161_Präzision01161.csv;130.272;487;0;0;2;2;2;215;0.9958932238193019;präzision
Exports/Daten_Raw_Clean\Präzision\Probant39_Präzision01160_Präzision01160.csv;175.028;316;0;0;3;1;3;288;0.990506329113924;präzision
Exports/Daten_Raw_Clean\Präzision\Probant22_Präzision01163_Präzision01163.csv;175.11;298;0;0;3;1;3;188;0.9899328859060402;präzision
Exports/Daten_Raw_Clean\Präzision\Probant25_Präzision01163_Präzision01163.csv;185.072;381;0;0;3;2;3;309;0.9921259842519685;präzision
Exports/Daten_Raw_Clean\Präzision\Probant35_Präzision01162_Präzision01162.csv;260.208;328;0;0;4;4;4;120;0.9878048780487805;präzision
Exports/Daten_Raw_Clean\Präzision\Probant19_Präzision01143_Präzision01143.csv;260.356;655;0;0;4;4;4;299;0.9938931297709923;präzision
Exports/Daten_Raw_Clean\Präzision\Probant10_Präzision26_Präzision26.csv;305.123;401;0;0;5;3;5;278;0.9875311720698254;präzision
Exports/Daten_Raw_Clean\Präzision\Probant27_Präzision01165_Präzision01165.csv;305.158;295;0;0;5;3;5;137;0.9830508474576272;präzision
Exports/Daten_Raw_Clean\Präzision\Probant18_Präzision01130_Präzision01130.csv;315.151;417;0;0;5;4;5;266;0.988009592326139;präzision
Exports/Daten_Raw_Clean\Präzision\Probant26_Gewicht64_Gewicht64.csv;360.021;497;0;0;6;3;6;476;0.9879275653923542;präzision
Exports/Daten_Raw_Clean\Präzision\Probant18_Präzision01131_Präzision01131.csv;380.246;360;0;0;6;5;6;114;0.9833333333333333;präzision
Exports/Daten_Raw_Clean\Präzision\Probant9_Präzision29_Präzision29.csv;380.293;481;0;0;6;5;6;188;0.9875259875259875;präzision
Exports/Daten_Raw_Clean\Präzision\Probant26_Gewicht69_Gewicht69.csv;405.199;436;0;0;7;2;7;237;0.9839449541284404;präzision
Exports/Daten_Raw_Clean\Präzision\Probant14_Präzision44_Präzision44.csv;445.139;390;0;0;7;6;7;251;0.982051282051282;präzision
Exports/Daten_Raw_Clean\Präzision\Probant32_Präzision01165_Präzision01165.csv;545.414;691;0;0;9;5;9;277;0.9869753979739508;präzision
Exports/Daten_Raw_Clean\Präzision\Probant14_Präzision43_Präzision43.csv;580.26;468;0;0;10;3;10;208;0.9786324786324786;präzision
Exports/Daten_Raw_Clean\Präzision\Probant15_Präzision55_Präzision55.csv;1000.23;462;0;0;16;12;16;232;0.9653679653679653;präzision
Exports/Daten_Raw_Clean\Präzision\Probant20_Präzision01154_Präzision01154.csv;1030.125;471;0;0;18;4;18;346;0.9617834394904459;präzision
Exports/Daten_Raw_Clean\Präzision\Probant30_Präzision01164_Präzision01164.csv;1045.176;544;0;0;17;11;17;368;0.96875;präzision
Exports/Daten_Raw_Clean\Präzision\Probant20_Präzision01153_Präzision01153.csv;1100.131;438;0;0;18;11;18;307;0.958904109589041;präzision
Exports/Daten_Raw_Clean\Präzision\Probant30_Präzision01160_Präzision01160.csv;1325.113;458;0;0;21;17;21;345;0.9541484716157205;präzision
Exports/Daten_Raw_Clean\Präzision\Probant15_Präzision56_Präzision56.csv;1375.229;435;0;0;23;11;23;206;0.9471264367816092;präzision
Exports/Daten_Raw_Clean\Präzision\Probant15_Präzision54_Präzision54.csv;2980.302;402;0;0;52;12;52;100;0.8706467661691543;präzision
Exports/Daten_Raw_Clean\Präzision\Probant8_Präzision25_Präzision25.csv;80400.08;463;0;80;0;0;80;383;0.8272138228941684;präzision
Exports/Daten_Raw_Clean\Präzision\Probant37_Präzision01164_Präzision01164.csv;106595.196;328;0;106;1;1;107;132;0.6737804878048781;präzision
Exports/Daten_Raw_Clean\Präzision\Probant8_Präzision20_Präzision20.csv;126325.395;685;0;125;12;4;137;290;0.8;präzision
Exports/Daten_Raw_Clean\Präzision\Probant22_Präzision01160_Präzision01160.csv;137685.137;399;0;137;0;0;137;262;0.656641604010025;präzision
Exports/Daten_Raw_Clean\Präzision\Probant12_Präzision20_Präzision20.csv;162875.238;572;0;162;1;1;163;334;0.715034965034965;präzision
Exports/Daten_Raw_Clean\Präzision\Probant27_Präzision01160_Präzision01160.csv;183915.183;368;0;183;0;0;183;185;0.5027173913043478;präzision
Exports/Daten_Raw_Clean\Präzision\Probant18_Präzision01136_Präzision01136.csv;184920.184;387;0;184;0;0;184;203;0.524547803617571;präzision
Exports/Daten_Raw_Clean\Präzision\Probant11_Präzision23_Präzision23.csv;197600.337;464;0;196;10;7;206;127;0.5560344827586207;präzision
Exports/Daten_Raw_Clean\Präzision\Probant28_Präzision01163_Präzision01163.csv;202005.201;527;0;201;0;0;201;326;0.618595825426945;präzision
Exports/Daten_Raw_Clean\Präzision\Probant11_Präzision27_Präzision27.csv;211050.21;422;0;210;0;0;210;212;0.5023696682464455;präzision
Exports/Daten_Raw_Clean\Präzision\Probant38_Präzision02_Präzision02.csv;211115.239;284;0;210;1;1;211;45;0.25704225352112675;präzision
Exports/Daten_Raw_Clean\Präzision\Probant19_Präzision01140_Präzision01140.csv;235170.234;518;0;234;0;0;234;284;0.5482625482625483;präzision
Exports/Daten_Raw_Clean\Präzision\Probant10_Präzision28_Präzision28.csv;236165.304;414;0;234;17;6;251;110;0.39371980676328505;präzision
Exports/Daten_Raw_Clean\Präzision\Probant22_Präzision01159_Präzision01159.csv;238250.259;391;0;237;1;1;238;132;0.391304347826087;präzision
Exports/Daten_Raw_Clean\Präzision\Probant14_Präzision47_Präzision47.csv;246225.245;363;0;245;0;0;245;118;0.325068870523416;präzision
Exports/Daten_Raw_Clean\Präzision\Probant18_Präzision01129_Präzision01129.csv;258535.335;467;0;257;4;3;261;132;0.4411134903640257;präzision
Exports/Daten_Raw_Clean\Präzision\Probant11_Präzision30_Präzision30.csv;260130.36;417;0;258;14;7;272;57;0.34772182254196643;präzision
Exports/Daten_Raw_Clean\Präzision\Probant27_Präzision01159_Präzision01159.csv;260360.289;321;0;259;1;1;260;32;0.19003115264797507;präzision
Exports/Daten_Raw_Clean\Präzision\Probant16_Präzision01114_Präzision01114.csv;263310.262;581;0;262;0;0;262;319;0.5490533562822719;präzision
Exports/Daten_Raw_Clean\Präzision\Probant20_Präzision01155_Präzision01155.csv;270845.38;626;0;269;8;6;277;246;0.5575079872204473;präzision
Exports/Daten_Raw_Clean\Präzision\Probant21_Präzision01162_Präzision01162.csv;276880.288;348;0;275;9;1;284;60;0.1839080459770115;präzision
Exports/Daten_Raw_Clean\Präzision\Probant38_Präzision05_Präzision05.csv;281860.331;376;0;279;25;9;304;45;0.19148936170212766;präzision
Exports/Daten_Raw_Clean\Präzision\Probant22_Präzision01158_Präzision01158.csv;302570.347;411;0;301;1;1;302;64;0.26520681265206814;präzision
Exports/Daten_Raw_Clean\Präzision\Probant21_Präzision01160_Präzision01160.csv;309540.308;378;0;308;0;0;308;70;0.18518518518518517;präzision
Exports/Daten_Raw_Clean\Präzision\Probant27_Präzision01163_Präzision01163.csv;325620.324;405;0;324;0;0;324;81;0.2;präzision
Exports/Daten_Raw_Clean\Präzision\Probant15_Präzision53_Präzision53.csv;326625.325;494;0;325;0;0;325;169;0.34210526315789475;präzision
Exports/Daten_Raw_Clean\Präzision\Probant21_Präzision01161_Präzision01161.csv;341700.34;364;0;340;0;0;340;24;0.06593406593406594;präzision
Exports/Daten_Raw_Clean\Präzision\Probant11_Präzision28_Präzision28.csv;351880.36;449;0;350;2;2;352;89;0.21603563474387527;präzision
Exports/Daten_Raw_Clean\Präzision\Probant25_Präzision01165_Präzision01165.csv;364945.376;403;0;363;2;2;365;27;0.09429280397022333;präzision
Exports/Daten_Raw_Clean\Präzision\Probant27_Präzision01166_Präzision01166.csv;375870.374;376;0;374;0;0;374;2;0.005319148936170213;präzision
Exports/Daten_Raw_Clean\Präzision\Probant19_Präzision01139_Präzision01139.csv;382905.381;714;0;381;0;0;381;333;0.46638655462184875;präzision
Exports/Daten_Raw_Clean\Präzision\Probant28_Präzision01162_Präzision01162.csv;452370.455;548;0;450;2;1;452;93;0.17518248175182483;präzision
Exports/Daten_Raw_Clean\Präzision\Probant8_Präzision26_Präzision26.csv;464375.52;600;0;462;1;1;463;80;0.22833333333333333;präzision
Exports/Daten_Raw_Clean\Präzision\Probant22_Präzision01161_Präzision01161.csv;511610.539;576;0;509;1;1;510;37;0.11458333333333333;präzision
Exports/Daten_Raw_Clean\Zikzak\Probant10_Zikzak11_Zikzak11.csv;0.0;615;0;0;0;0;0;615;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant10_Zikzak12_Zikzak12.csv;0.0;685;0;0;0;0;0;685;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant10_Zikzak13_Zikzak13.csv;0.0;646;0;0;0;0;0;646;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant10_Zikzak14_Zikzak14.csv;0.0;611;0;0;0;0;0;611;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant10_Zikzak15_Zikzak15.csv;0.0;591;0;0;0;0;0;591;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant11_Zikzak11_Zikzak11.csv;0.0;968;0;0;0;0;0;968;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant11_Zikzak12_Zikzak12.csv;0.0;858;0;0;0;0;0;858;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant11_Zikzak13_Zikzak13.csv;0.0;821;0;0;0;0;0;821;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant11_Zikzak14_Zikzak14.csv;0.0;779;0;0;0;0;0;779;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant11_Zikzak15_Zikzak15.csv;0.0;779;0;0;0;0;0;779;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant12_Zikzak11_Zikzak11.csv;0.0;957;0;0;0;0;0;957;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant12_Zikzak12_Zikzak12.csv;0.0;914;0;0;0;0;0;914;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant12_Zikzak13_Zikzak13.csv;0.0;879;0;0;0;0;0;879;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant12_Zikzak14_Zikzak14.csv;0.0;866;0;0;0;0;0;866;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant12_Zikzak15_Zikzak15.csv;0.0;824;0;0;0;0;0;824;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant13_Zikzak16_Zikzak16.csv;0.0;1192;0;0;0;0;0;1192;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant13_Zikzak17_Zikzak17.csv;0.0;1023;0;0;0;0;0;1023;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant13_Zikzak18_Zikzak18.csv;0.0;1005;0;0;0;0;0;1005;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant13_Zikzak19_Zikzak19.csv;0.0;959;0;0;0;0;0;959;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant13_Zikzak20_Zikzak20.csv;0.0;963;0;0;0;0;0;963;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant14_Zikzak21_Zikzak21.csv;0.0;942;0;0;0;0;0;942;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant14_Zikzak22_Zikzak22.csv;0.0;903;0;0;0;0;0;903;1.0;zikzak
Exports/Daten_Raw_Clean\Zikzak\Probant14_Zikzak23_Zikzak23.csv;0.0;910;0;0;0;0;0;910;1.0;zikzak
